1, (1653,1061)
2, (1640,1066)
3, (1635,1059)
4, (1630,1058)
5, (1641,1040)
6, (1629,1057)
7, (1631,1049)
8, (1640,1061)
9, (1629,1058)
10, (1625,1059)
11, (1634,1048)
12, (1633,1049)
13, (1639,1048)
14, (1629,1048)
15, (1631,1051)
16, (1631,1049)
17, (1633,1051)
18, (1631,1051)
19, (1646,1033)
20, (1633,1052)
21, (1624,1046)
22, (1631,1059)
23, (1646,1037)
24, (1627,1057)
25, (1633,1048)
26, (1627,1060)
27, (1630,1053)
28, (1631,1057)
29, (1635,1043)
30, (1629,1055)
31, (1630,1054)
32, (1635,1047)
33, (1630,1053)
34, (1628,1064)
35, (1625,1059)
36, (1645,1040)
37, (1627,1067)
38, (1636,1048)
39, (1634,1049)
40, (1631,1057)
41, (1624,1061)
42, (1629,1053)
43, (1639,1046)
44, (1625,1064)
45, (1621,1053)
46, (1625,1036)
47, (1607,1046)
48, (1600,1048)
49, (1593,1030)
50, (1569,1039)
51, (1563,1031)
52, (1563,995)
53, (1552,995)
54, (1540,988)
55, (1510,1003)
56, (1520,983)
57, (1498,1005)
58, (1502,997)
83, (1330,980)
84, (1327,997)
85, (1324,959)
86, (1317,988)
87, (1303,976)
88, (1289,985)
89, (1287,980)
90, (1291,969)
91, (1273,977)
92, (1263,970)
93, (1265,949)
94, (1255,957)
95, (1238,971)
96, (1238,968)
97, (1225,961)
98, (1209,964)
99, (1202,949)
100, (1187,957)
101, (1178,967)
102, (1165,961)
103, (1162,947)
104, (1147,944)
105, (1132,959)
106, (1123,953)
107, (1112,959)
108, (1097,946)
109, (1101,955)
110, (1085,973)
111, (1083,953)
112, (1083,945)
113, (1075,961)
114, (1077,955)
115, (1077,946)
116, (1067,971)
117, (1045,967)
118, (1081,941)
119, (1073,953)
120, (1082,940)
121, (1082,945)
122, (1077,943)
123, (1079,934)
124, (1077,941)
125, (1075,955)
126, (1073,958)
127, (1075,956)
128, (1075,941)
129, (1077,956)
130, (1079,945)
131, (1072,971)
132, (1077,940)
133, (1071,950)
134, (1078,944)
135, (1079,938)
136, (1076,944)
137, (1075,959)
138, (1082,941)
139, (1082,937)
140, (1082,955)
141, (1072,963)
142, (1075,957)
143, (1075,956)
144, (1069,959)
145, (1073,957)
146, (1075,955)
147, (1075,956)
148, (1078,940)
149, (1081,943)
150, (1067,963)
151, (1077,949)
152, (1082,945)
153, (1082,946)
154, (1081,947)
155, (1073,955)
156, (1079,946)
157, (1082,947)
158, (1077,957)
159, (1075,963)
160, (1077,963)
161, (1076,958)
162, (1079,943)
163, (1079,946)
164, (1075,959)
165, (1076,961)
166, (1070,970)
167, (1093,953)
168, (1075,962)
169, (1077,957)
170, (1081,951)
171, (1075,964)
172, (1075,963)
173, (1076,961)
174, (1071,962)
175, (1079,945)
176, (1076,961)
177, (1075,961)
178, (1079,947)
179, (1075,953)
180, (1082,952)
181, (1079,968)
182, (1077,965)
183, (1081,952)
184, (1075,970)
185, (1079,950)
186, (1077,952)
187, (1081,949)
188, (1077,964)
189, (1081,961)
190, (1069,961)
191, (1081,959)
192, (1081,947)
193, (1078,969)
194, (1082,944)
195, (1077,957)
196, (1079,947)
197, (1082,963)
198, (1084,941)
199, (1077,967)
200, (1078,963)
201, (1090,964)
202, (1090,964)
227, (1252,1095)
228, (1251,1103)
231, (1252,1087)
232, (1262,1078)
233, (1256,1060)
234, (1246,1006)
235, (1255,1076)
236, (1255,1082)
237, (1256,1078)
238, (1255,1105)
239, (1256,1073)
240, (1259,1073)
241, (1256,1076)
242, (1255,1072)
243, (1253,1069)
244, (1259,1069)
245, (1257,1078)
246, (1256,1067)
247, (1255,1070)
248, (1263,1065)
249, (1259,1070)
250, (1257,1073)
251, (1255,1076)
252, (1252,1067)
253, (1258,1059)
254, (1255,1075)
255, (1256,1073)
256, (1255,1067)
257, (1255,1070)
258, (1256,1071)
259, (1256,1075)
260, (1255,1071)
261, (1258,1075)
262, (1263,1065)
263, (1271,1087)
264, (1279,1091)
265, (1286,1097)
266, (1305,1085)
267, (1311,1101)
268, (1322,1111)
269, (1333,1114)
270, (1341,1118)
271, (1351,1123)
272, (1354,1127)
273, (1359,1129)
274, (1354,1133)
275, (1364,1127)
276, (1364,1133)
277, (1369,1127)
278, (1369,1129)
279, (1361,1133)
280, (1367,1129)
281, (1367,1133)
282, (1361,1132)
283, (1376,1124)
284, (1363,1133)
285, (1369,1135)
286, (1370,1136)
287, (1376,1147)
288, (1385,1138)
289, (1399,1148)
290, (1406,1144)
291, (1415,1168)
292, (1431,1171)
293, (1445,1175)
294, (1460,1183)
295, (1462,1197)
296, (1484,1196)
297, (1489,1214)
298, (1495,1219)
299, (1501,1223)
300, (1521,1220)
301, (1519,1231)
302, (1529,1231)
303, (1528,1238)
304, (1534,1243)
305, (1541,1231)
306, (1532,1247)
307, (1535,1246)
308, (1537,1243)
309, (1539,1238)
310, (1535,1240)
311, (1532,1247)
312, (1537,1246)
313, (1532,1246)
314, (1534,1243)
315, (1539,1241)
316, (1537,1240)
317, (1537,1240)
318, (1535,1243)
319, (1535,1241)
320, (1534,1245)
321, (1535,1241)
322, (1544,1232)
323, (1538,1241)
324, (1561,1228)
325, (1543,1240)
326, (1562,1240)
327, (1537,1245)
328, (1538,1243)
329, (1545,1246)
330, (1553,1253)
331, (1555,1263)
332, (1573,1262)
